idiom_id	idiom	sentence_id	sentence_has_idiom	en	es	idiom_detection_pattern
idi080	to let your hair down	idi080-sen01-id	True	This week was so stressful, I can't wait until we go away on the weekend and I can let my hair down and relax. 	Esta semana ha sido tan estresante! No veo el momento de que nos marchemos el fin de semana para soltarme la melena y relajarme.	let hair down
idi080	to let your hair down	idi080-sen02-id	True	This afternoon I will finish proofreading the paper and submit it. Tomorrow we finally get to let our hair down!	Esta tarde acabaré de revisar el paper y lo entregaré. Mañana por fin podremos soltarnos la melena!	let hair down
idi080	to let your hair down	idi080-sen03-di	False	Why do you always wear a ponytail? You should let your hair down sometimes. It would look good on you.	Por qué siempre llevas coleta? Tendrías que soltarte el pelo alguna vez, te quedaría bien.	let hair down
idi081	to look on the bright side	idi081-sen01-id	True	It's raining hard and we don't have an umbrella - but look on the brightside - the plants and flowers really needed this rain - the summer is going to be beautiful thanks to this. 	Está lloviendo mucho y no llevamos paraguas, pero mira el lado positivo: las plantas y flores necesitaban esta lluvia y gracias a esto el verano va a ser precioso.	look the bright side
idi081	to look on the bright side	idi081-sen02-di	False	Our house is bright because it faces the south side.	Nuestra casa es luminosa porque está orientada hacia el sur.	look the bright side
idi082	to make a living	idi082-sen01-id	True	I make a living as a teacher however I'm starting a new side hustle to earn extra money. 	Me gano la vida como profesor aunque estoy empezando un segundo trabajo para ganar dinero extra.	living
idi082	to make a living	idi082-sen02-id	True	I make a living as a researcher, but I also teach English to earn some extra money. 	Me gano la vida como investigador, pero también doy clases de inglés para ganar algo de dinero extra.	living
idi082	to make a living	idi082-sen03-di	False	I bought a new lamp and lots of plants to make our living room warmer and more cozy.	He comprado una lámpara nueva y muchas plantas para hacer nuestro salón más cálido y acogedor.	living
idi083	to make ends meet	idi083-sen01-id	True	My dad said I wouldn't be able to make ends meet as an artist so I studied something else.	Mi padre me dijo que no podría ganarme la vida como artista y por eso estudié otra cosa.	ends meet
idi083	to make ends meet	idi083-sen02-id	True	A job is a job and you've got to make ends meet.	Un trabajo es un trabajo y hay que llegar a fin de mes.	ends meet
idi083	to make ends meet	idi083-sen03-di	False	Will we meet to make dinner at the end?	Al final vamos a quedar para hacer la cena?	ends meet
idi084	to make up your mind	idi084-sen01-id	True	Someone find me my cowboy boots because I've made up my mind - I will party tonight! 	Que alguien encuentre mis botas vaqueras porque ya lo tengo decidido: esta noche voy a salir de fiesta!	up mind
idi085	to miss the boat	idi085-sen01-di	False	That day started all wrong and even though I rushed to the dock, I missed the boat across the lake and had to run for thee kilometers around the lake to arrive to the starting point of the race on time.	Ese día empezó fatal y aunque me diera prisa no llegué a tiempo al muelle y perdí el barco que cruzaba el lago. Así tuve que correr tres kilómetros para rodearlo y llegar a tiempo al punto de partida de la carrera.	miss the boat
idi086	to nip something in the bud	idi086-sen01-id	True	I'm going to nip this in the bud before it becomes a bigger problem and tell her I'm not doing any extra shifts. 	Voy a cortar esto de raíz antes de que se convierta en un problema mayor y le voy a decir que no haré más turnos extra.	nip in the bud
idi087	to not be the sharpest tool in the shed	idi087-sen01-id	True	I mean, he's pretty enough, but he's not the sharpest tool in the shed. 	Vamos a ver, es bastante atractivo, pero no es exactamente un lumbreras.	sharpest tool in the shed
idi087	to not be the sharpest tool in the shed	idi087-sen02-id	True	She's not the sharpest tool in the shed, but she's a nice person and she's quite good looking.	No es la tía más lista del mundo, pero es buena persona y es bastante guapa.	sharpest tool in the shed
idi087	to not be the sharpest tool in the shed	idi087-sen03-di	False	The sharpest tool I have in the shed is this Swiss knife.	La herramienta más afilada que tengo en el cobertizo es esta navaja suiza.	sharpest tool in the shed
idi088	to play it by ear	idi088-sen01-id	True	We don't need to plan a detailed itinerary, let's just play it by ear.	No tenemos que planificar un itinerario detallado, vamos a ir sobre la marcha.	play by ear
idi088	to play it by ear	idi088-sen02-di	False	She didn't know the chords of that song, she was playing it by ear.	No se sabía los acordes de esa canción, la tocaba de oído. 	play by ear
idi089	to pull someone's leg	idi089-sen01-id	True	I was just pulling his leg when I told him my scar was from a bear attack, but he was so impressed that I almost didn't tell him the truth about the embarrassing accident with the lawn mower.	Le estaba tomando el pelo cuando le dije que mi cicatriz era de un ataque de oso, pero se lo tomó tan en serio que estuve a punto de no contarle la verdad sobre el ridículo accidente con el cortacésped.	pull leg
idi089	to pull someone's leg	idi089-sen02-id	True	I'm just pulling your leg - I didn't really eat that snail - it was just a joke.	Te estoy tomando el pelo, no comí realmente ese caracol, era broma!	pull leg
idi089	to pull someone's leg	idi089-sen03-di	False	Stop pulling my leg while we walk! I will fall over!	Deja de tirarme de la pierna mientras caminamos, harás que me caiga!	pull leg
idi090	to pull your socks up	idi090-sen01-id	True	I really have to pull my socks up if I want to write my thesis in two months!	Tengo que ponerme las pilas si quiero escribir mi tesis en dos meses!	pull up socks
idi090	to pull your socks up	idi090-sen02-di	False	How many times do I have to tell you to pull your socks up?! Otherwise you'll freeze to death in this cold and windy weather!	Cuántas veces te tengo que decir que te subas los calcetines?! Si no te congelarás con este tiempo frío y ventoso!	pull up socks
idi091	to put a sock in it	idi091-sen01-id	True	Just put a sock in it! I'm sick of listening to you now!	Cierra el pico! Estoy harta de escucharte!	put a sock
idi091	to put a sock in it	idi091-sen02-di	False	There is a hole in the water tank and all the water is running out! I don't know what to do! Put a sock in it and let's hope it slows down the spillage until the on-call plumber arrives!	Hay un agujero en el depósito y se está saliendo toda el agua! No sé qué hacer! Tapónalo con un calcetín y esperemos que frene un poco la fuga hasta que llegue el fontanero de guardia!	put a sock
idi092	to put someone on the spot	idi092-sen01-id	True	He put me on the spot when he asked me those questions in front of the whole class. 	Me puso en apuros cuando me hizo esas preguntas delante de toda la clase.	put on the spot
idi092	to put someone on the spot	idi092-sen02-di	False	During the interview, I realised that I had spilt coffee on my shirt and I put my hand on the spot to cover it up.	Durante la entrevista me di cuenta que me había manchado la camiseta de café y puse una mano sobre la mancha para esconderla.	put on the spot
idi093	to ring a bell	idi093-sen01-id	True	His face rings a bell. I'm sure I've met him before somewhere but I can't quite remember.	Su cara me suena. Estoy seguro de que le he visto antes en algún sitio, pero no me acuerdo bien.	bell
idi093	to ring a bell	idi093-sen02-id	True	The name rings a bell but I can't remember exactly what they're famous for.	El nombre me suena, pero no recuerdo exactamente por qué es famoso.	bell
idi093	to ring a bell	idi093-sen03-di	False	In speed climbing competitions, you have to ring a bell to stop the chrono when you reach the top.	En las competiciones de escalada de velocidad tienes que tocar una campana para parar el cronómetro cuando llegas al top.	bell
idi093	to ring a bell	idi093-sen04-di	False	Ring the bell when you arrive and I'll open the door for you.	Cuando llegues toca el timbre y te abriré la puerta.	bell
idi094	to sell like hotcakes	idi094-sen01-id	True	These magazines are selling like hotcakes - we won't have any left soon. 	Estas revistas se están vendiendo como churros, en breve ya no nos quedarán.	like hotcakes
idi094	to sell like hotcakes	idi094-sen02-di	False	The hotcakes they sell at the coffee shop on the corner are the best sweets in town.	Las tortitas que venden en la cafetería de la esquina son los mejores dulces de la ciudad. 	like hotcakes
idi095	to show someone the ropes	idi095-sen01-id	True	I just started this job and my manager is busy showing me the ropes. 	Acabo de empezar este trabajo y mi jefe me está enseñando todo.	show the ropes
idi095	to show someone the ropes	idi095-sen02-di	False	When we started the climbing course, the first thing I did was to show the ropes and all other equipment to my students.	Al empezar el curso de escalada lo primero que hice fue enseñarles a mis alumnos las cuerdas y todo el resto de material.	show the ropes
idi096	to sit on the fence	idi096-sen01-id	True	I'm sitting on the fence about how much AI is going to revolutionize society.	Me estoy preguntando en qué medida la IA va a revolucionar la sociedad. 	on the fence
idi096	to sit on the fence	idi096-sen02-di	False	That creepy kid was sitting on the fence of my neighbor's house and staring at my window.	Ese niño inquietante estaba sentado en la valla de la casa de mis vecinos mirando fijamente hacia mi ventana.	on the fence
idi097	to sit tight	idi097-sen01-id	True	I'm going to sit tight and wait until it's my turn to be served.	Esperaré aquí hasta que llegue mi turno y me sirvan.	tight
idi098	to spice things up	idi098-sen01-id	True	To spice things up a bit, we invited both of his ex-girlfriends to the party.	Para hacer las cosas un poco más interesantes invitamos a sus dos ex novias a la fiesta.	spice up
idi098	to spice things up	idi098-sen02-di	False	Although I like the way you cook, your dishes always seem a bit bland to me, in my opinion you should spice them up a bit more.	Aunque me gusta como cocinas, tus platos siempre me parecen un poco sosos: en mi opinión tendrías que ponerles un poco más de especias.	spice up
idi099	to spill the beans	idi099-sen01-id	True	Ok, spill the beans. What's got you so excited?	Vale, suéltalo. Qué es que te tiene tan emocionada?	spil beans
idi099	to spill the beans	idi099-sen02-id	True	Come on - I know you're trying to hide something from me but I'll find out what, so spill the beans!	Venga, ya sé que estás intentando ocultarme algo, pero descubriré de qué se trata, así que suéltalo ya!	spil beans
idi099	to spill the beans	idi099-sen03-di	False	My sister spilled the beans on the kitchen floor and it took us more than half an hour to clean up the mess.	Mi hermana derramó las alubias por el suelo de la cocina y tardamos más de media hora en limpiar ese desastre.	spil beans
idi100	to spit it out	idi100-sen01-id	True	What are you blathering on about? Spit it out already!	De qué estás hablando? Dilo de una vez!	out
idi100	to spit it out	idi100-sen02-di	False	What are you doing?! The yoghurt you are eating has been in the fridge for over a year! Spit it out!	Qué estás haciendo?! El yogur que te estás comiendo lleva más de un año en la nevera! Escúpelo ya!	out
idi103	to throw somebody under the bus	idi103-sen01-id	True	She threw me under the bus when the teacher was asking us about why we didn't turn up to school, and that's why I'm in detention and she isn't.	Cuando el profesor nos preguntó por qué no habíamos ido a clase ella me echó la culpa a mí. Por eso ahora yo estoy castigada y ella no.	under the bus
idi103	to throw somebody under the bus	idi103-sen02-di	False	In the last scene of the film, the old man throws his dog under the bus and walks away, leaving the driver speechless.	En la última escena de la película el viejo tira a su perro debajo del autobús y se marcha, dejando sin palabras al conductor.	under the bus
idi104	to tie the knot	idi104-sen01-id	True	They finally decided not to listen to their parents and tied the knot last Saturday. 	Al final decidieron no hacerles caso a sus padres y se casaron el sábado pasado.	the knot
idi104	to tie the knot	idi104-sen02-di	False	Can you show me how you tie the knot at the end of the rope?	Me puedes mostrar cómo se ata el nudo al final de la cuerda?	the knot
idi105	to turn a blind eye	idi105-sen01-id	True	My kid loves my cooking so much that sometimes when he starts licking his fingers then his plate, i just turn a blind eye and let him enjoy it. 	A mi hijo le gusta tanto lo que le cocino que a veces, cuando empieza a chuparse los dedos y luego a lamer el plato, hago la vista gorda y le dejo disfrutar!	a blind eye
idi105	to turn a blind eye	idi105-sen02-id	True	We can't just turn a blind eye to people treating the office like a hotel. 	No podemos hacer como si nada con la gente que trata la oficina como si fuera un hotel.	a blind eye
idi105	to turn a blind eye	idi105-sen03-id	True	I'm going to turn a blind eye to this incident if you help me carry these books to the library.	Voy a desentenderme de este incidente si me ayudas a llevar estos libros a la biblioteca.	a blind eye
idi106	to twist someone's arm	idi106-sen01-id	True	How to twist my parent's arm to let me go to the party on Saturday?	¿Cómo convencer a mis padres para que me dejen ir a la fiesta el sábado?	twist arm
idi106	to twist someone's arm	idi106-sen02-di	False	In the second half of the fight she twisted my arm so hard that I fell to the ground and gave up.	En la segunda mitad del combate me torció el brazo tan fuerte que me caí al suelo y me rendí.	twist arm
idi107	to walk on very thin ice	idi107-sen01-id	True	That's the fourth argument you've started in about ten minutes - you're walking on very thin ice. 	Es la cuarta discusión que provocas en apenas diez minutos: estás pisando terreno peligroso.	walk thin ice
idi107	to walk on very thin ice	idi107-sen02-di	False	During our trip to Sweden last year, we went hiking in a frozen gulf. Our friend Pär told us we were walking on very thin ice and gave us emergency ice picks in case it broke... It was an exciting and scary experience!	El año pasado, durante nuestro viaje a Suecia, nos fuimos de excursión a un golfo helado. Nuestro amigo Pär nos dijo que estábamos caminando sobre hielo muy fino y nos dio picos de emergencia por si se rompía... Fue una experiencia emocionante y terrorífica!	walk thin ice
